f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
26, Private,330695, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,393248, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,120572, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
28, Private,273269, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private,155659, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
33, Private,187560, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
46, State-gov,106705, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
33, Private,213887, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc,127111, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc,115971, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-inc,104333, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
67, Private,158301, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, ?,119156, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
68, State-gov,493363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
17, Private,126779, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
33, Private,203488, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,180551, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
67, ?,183374, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2329,0,15, United-States, <=50K
29, Private,213842, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,391121, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
54, Private,263925, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,224947, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,95704, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,206815, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
37, Private,99357, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Federal-gov,45487, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
38, Private,112093, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,65278, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,77774, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,34, United-States, <=50K
68, Private,124686, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
29, Private,224858, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
18, ?,395567, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
71, Local-gov,303860, Masters,14, Widowed, Exec-managerial, Not-in-family, White, Male,2050,0,20, United-States, <=50K
23, Private,189017, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
25, Private,174592, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
32, Private,426467, 1st-4th,2, Never-married, Craft-repair, Not-in-family, White, Male,3674,0,40, Guatemala, <=50K
35, Private,267798, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,164922, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,32372, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,99, United-States, <=50K
33, Private,112820, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,149018, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,190968, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,284703, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private,121055, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private,192644, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Puerto-Rico, <=50K
39, Self-emp-not-inc,48063, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
35, Self-emp-not-inc,60269, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private,270517, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
23, Private,267955, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,57723, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private,34378, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,2580,0,60, United-States, <=50K
30, Private,252646, Some-college,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private,199915, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private,213412, Bachelors,13, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
17, ?,112942, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
25, ?,100903, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, <=50K
35, Private,52738, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, <=50K
23, Private,122272, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
18, Federal-gov,280728, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
31, Self-emp-inc,256362, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3908,0,50, United-States, <=50K
24, Private,128477, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,201328, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
29, Private,253801, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
34, Private,329993, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
64, ?,286732, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private,162494, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
37, Private,87076, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
70, Private,176285, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,23, United-States, <=50K
27, Private,96226, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
30, Private,293936, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50, ?, <=50K
27, ?,182386, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private,156805, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private,709445, HS-grad,9, Separated, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
40, Private,331651, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private,200802, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,217826, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, Jamaica, <=50K
46, Private,213611, 7th-8th,4, Married-spouse-absent, Priv-house-serv, Unmarried, White, Female,0,1594,24, Guatemala, <=50K
38, Private,27408, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
55, Local-gov,165695, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,287988, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Private,111268, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private,256979, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc,229148, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, Jamaica, <=50K
24, Self-emp-not-inc,186831, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
26, Federal-gov,276075, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private,247936, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,2, Taiwan, <=50K
25, Private,155320, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
51, Private,306790, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,460046, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,42, United-States, <=50K
50, Private,188186, Masters,14, Divorced, Sales, Not-in-family, White, Female,0,1590,45, United-States, <=50K
22, Private,194630, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private,105188, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
23, State-gov,101094, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
27, ?,253873, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,25, United-States, <=50K
34, Private,209213, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, ?, <=50K
27, Private,229803, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
61, Private,142922, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,297676, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
40, Private,20109, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,84, United-States, <=50K
67, Private,126849, 10th,6, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
26, Private,181597, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
20, ?,25139, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private,193855, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
18, Private,215190, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private,228516, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,45, Columbia, <=50K
30, Private,144593, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?, <=50K
22, Private,97508, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
60, Private,141253, 10th,6, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, ?,196280, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private,219262, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, State-gov,141858, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
45, Local-gov,86644, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States, <=50K
31, Private,182896, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,272615, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private,40822, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
44, Private,252202, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,164219, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private,198320, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private,227714, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
51, Private,183709, Assoc-voc,11, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, State-gov,243678, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,403671, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
72, Without-pay,121004, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, United-States, <=50K
44, Private,373050, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov,255575, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
59, Private,144092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,173613, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,98948, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
38, Private,82622, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private,423770, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private,100321, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
21, Private,103205, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,256671, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private,166210, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private,198146, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
26, Private,59367, Bachelors,13, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Local-gov,318921, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, State-gov,206927, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,287037, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,22966, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,12, Canada, <=50K
32, Self-emp-not-inc,27939, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
25, Private,51498, 12th,8, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private,208703, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Japan, <=50K
37, Private,37238, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Private,72257, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
53, Private,96827, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
20, Private,316702, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
64, ?,146272, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,3411,0,15, United-States, <=50K
51, Federal-gov,163671, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
51, Private,123053, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5013,0,40, India, <=50K
17, Private,331552, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
24, ?,267955, 9th,5, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private,252947, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private,257980, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, ?,165309, 7th-8th,4, Separated, ?, Not-in-family, White, Female,0,0,8, United-States, <=50K
45, Local-gov,132563, Prof-school,15, Divorced, Prof-specialty, Unmarried, Black, Female,0,1726,40, United-States, <=50K
59, Private,328525, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2414,0,15, United-States, <=50K
27, Private,85625, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
17, Private,143868, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private,137678, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,208908, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private,123178, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private,27153, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov,175255, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
65, ?,197883, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,70, United-States, <=50K
22, Private,305781, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, Canada, <=50K
60, ?,24215, 10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
24, Private,162282, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,167771, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, ?,185936, 9th,5, Divorced, ?, Not-in-family, White, Female,0,0,15, United-States, <=50K
44, Local-gov,409505, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,117849, Assoc-acdm,12, Divorced, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
44, Private,252930, 10th,6, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,42, United-States, <=50K
38, Private,337130, 1st-4th,2, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
26, Private,102460, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,56331, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov,107411, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
72, Private,284080, 1st-4th,2, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private,237432, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, <=50K
30, Private,67187, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
54, Private,124194, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private,310907, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
52, Private,145271, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
72, Private,106890, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private,172510, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,1848,0,20, Hungary, <=50K
36, Private,250238, 1st-4th,2, Never-married, Other-service, Other-relative, Other, Female,0,0,40, El-Salvador, <=50K
21, Private,201179, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,334633, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,285263, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, ?,200681, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
65, Without-pay,27012, 7th-8th,4, Widowed, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
69, Private,209236, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States, <=50K
55, Private,171355, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc,67482, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, <=50K
40, Private,193494, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,46, United-States, <=50K
38, State-gov,108293, Masters,14, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
47, Private,115813, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
39, Private,19914, Some-college,10, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private,52536, Assoc-acdm,12, Divorced, Tech-support, Own-child, White, Female,0,1594,25, United-States, <=50K
64, ?,211360, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private,193524, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,189462, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
27, Private,197380, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private,168569, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private,273792, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,37, United-States, <=50K
17, Private,25051, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
24, Private,50341, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,336891, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, ?,333100, 10th,6, Never-married, ?, Own-child, White, Male,1055,0,30, United-States, <=50K
39, Private,187167, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov,244803, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
20, Local-gov,350845, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
27, Private,91501, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
42, Private,31251, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, <=50K
49, Private,185385, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
48, Federal-gov,497486, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States, <=50K
51, Private,56915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private,394503, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov,101119, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,81206, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Local-gov,339681, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,45, United-States, <=50K
61, Private,160062, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,107218, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Local-gov,201664, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,183279, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,254439, 10th,6, Widowed, Transport-moving, Unmarried, Black, Male,114,0,40, United-States, <=50K
77, Private,253642, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, United-States, <=50K
61, Federal-gov,197311, Masters,14, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,247245, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private,185354, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private,46645, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,9, United-States, <=50K
21, Private,180339, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Female,0,1602,30, United-States, <=50K
39, Local-gov,256997, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov,327786, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,3325,0,42, United-States, <=50K
31, Private,109428, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1740,40, United-States, <=50K
19, Private,197714, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private,251239, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private,121602, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, ?,274746, HS-grad,9, Never-married, ?, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Private,33794, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
42, Private,273230, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States, <=50K
35, ?,153926, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, <=50K
35, Private,77146, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, State-gov,404573, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private,208591, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private,188476, 11th,7, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
58, Self-emp-not-inc,131991, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,72, United-States, <=50K
